SAMPLE NAME	HGNC ID	GENE NAME	PROCESS	LOG2FOLD	P-VALUE
sample1_user	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 	Mitophagy	0.175497	0.326674
sample1_user	NBR1	NBR1 autophagy cargo receptor 	Mitophagy	0.124805	0.24244
sample1_user	OPTN	optineurin 	Mitophagy	-0.0524796	0.624499
sample1_user	PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase 	Mitophagy	0.0921079	0.38943
sample1_user	PINK1	PTEN induced kinase 1 	Mitophagy	-0.364147	0.0329754
sample1_user	PRKN	parkin RBR E3 ubiquitin protein ligase 	Mitophagy	-0.296646	0.0282415
sample1_user	RAB7B	RAB7B, member RAS oncogene family 	Mitophagy	0.412037	0.165983
sample1_user	RRAS2	RAS related 2 	Mitophagy	0.456151	0.0297842
sample1_user	TAX1BP1	Tax1 binding protein 1 	Mitophagy	-0.101391	0.375086
sample1_user	TBC1D15	TBC1 domain family member 15 	Mitophagy	-0.53152	0.000523831
sample1_user	TBK1	TANK binding kinase 1 	Mitophagy	0.133282	0.313374
sample1_user	ULK1	unc-51 like autophagy activating kinase 1 	Mitophagy	0.0124127	0.906347
sample1_user	USP15	ubiquitin specific peptidase 15 	Mitophagy	0.0739509	0.533384
sample1_user	USP8	ubiquitin specific peptidase 8 	Mitophagy	0.0567563	0.642625
sample1_user	ARG2	arginase 2	Nitrogen Metabolism	-0.813105	0.125665
sample1_user	ASL	argininosuccinate lyase	Nitrogen Metabolism	-0.431562	0.0528227
sample1_user	CA5A	carbonic anhydrase 5A	Nitrogen Metabolism	0.238855	0.671588
sample1_user	CA5B	carbonic anhydrase 5B	Nitrogen Metabolism	0.222897	0.337944
sample1_user	DDAH1	dimethylarginine dimethylaminohydrolase 1	Nitrogen Metabolism	0.805495	0.00141658
sample1_user	OTC	ornithine carbamoyltransferase	Nitrogen Metabolism	0.735856	0.00695415
sample1_user	AK2	adenylate kinase 2	Nucleotide Metabolism	0.27111	0.042226
sample1_user	AK3	adenylate kinase 3	Nucleotide Metabolism	0.0596212	0.651437
sample1_user	AK4	adenylate kinase 4	Nucleotide Metabolism	0.215711	0.307526
sample1_user	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	Nucleotide Metabolism	-0.154693	0.124047
sample1_user	DHODH	dihydroorotate dehydrogenase (quinone)	Nucleotide Metabolism	-0.0452178	0.799393
sample1_user	NME4	NME/NM23 nucleoside diphosphate kinase 4	Nucleotide Metabolism	0.164592	0.25394
sample1_user	NME6	NME/NM23 nucleoside diphosphate kinase 6	Nucleotide Metabolism	0.095801	0.536761
sample1_user	NUDT13	nudix hydrolase 13	Nucleotide Metabolism	0.0244174	0.876984
sample1_user	NUDT9	nudix hydrolase 9	Nucleotide Metabolism	0.300144	0.00564437
sample1_user	TYMS	thymidylate synthetase	Nucleotide Metabolism	0.00738265	0.95787
sample1_user	ADCK1	aarF domain containing kinase 1	Oxidative Phosphorylation	0.260244	0.142577
sample1_user	ATP5F1A	ATP synthase F1 subunit alpha	Oxidative Phosphorylation	0.0623454	0.489652
sample1_user	ATP5F1B	ATP synthase F1 subunit beta	Oxidative Phosphorylation	0.0493146	0.537544
sample1_user	ATP5F1C	ATP synthase F1 subunit gamma	Oxidative Phosphorylation	-0.0770122	0.397425
sample1_user	ATP5F1D	ATP synthase F1 subunit delta	Oxidative Phosphorylation	0.0587563	0.610544
sample1_user	ATP5IF1	ATP synthase inhibitory factor subunit 1	Oxidative Phosphorylation	0.17303	0.131555
sample1_user	ATP5MC1	ATP synthase membrane subunit c locus 1	Oxidative Phosphorylation	0.0755648	0.489412
sample1_user	ATP5MC2	ATP synthase membrane subunit c locus 2	Oxidative Phosphorylation	0.240007	0.0456781
sample1_user	ATP5MC3	ATP synthase membrane subunit c locus 3	Oxidative Phosphorylation	0.105007	0.298176
sample1_user	ATP5MF	ATP synthase membrane subunit f	Oxidative Phosphorylation	0.253674	0.0797265
sample1_user	ATP5PB	ATP synthase peripheral stalk-membrane subunit b	Oxidative Phosphorylation	0.12508	0.148829
sample1_user	ATP5PD	ATP synthase peripheral stalk subunit d	Oxidative Phosphorylation	0.178359	0.0870379
sample1_user	ATP5PO	ATP synthase peripheral stalk subunit OSCP	Oxidative Phosphorylation	0.0934647	0.4217
sample1_user	ATP6V1E1	ATPase H+ transporting V1 subunit E1	Oxidative Phosphorylation	0.143671	0.202907
sample1_user	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	Oxidative Phosphorylation	0.0302715	0.798979
sample1_user	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	Oxidative Phosphorylation	0.322202	0.0203316
sample1_user	BCS1L	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone	Oxidative Phosphorylation	0.15345	0.253528
sample1_user	CISD1	CDGSH iron sulfur domain 1	Oxidative Phosphorylation	-0.165501	0.0787591
sample1_user	CISD2	CDGSH iron sulfur domain 2	Oxidative Phosphorylation	-0.0756471	0.647725
sample1_user	CISD3	CDGSH iron sulfur domain 3	Oxidative Phosphorylation	-0.0218331	0.860381
sample1_user	CMC1	C-X9-C motif containing 1	Oxidative Phosphorylation	0.241398	0.216668
sample1_user	COA1	cytochrome c oxidase assembly factor 1 homolog	Oxidative Phosphorylation	-0.0729368	0.672272
sample1_user	COA4	cytochrome c oxidase assembly factor 4 homolog	Oxidative Phosphorylation	0.312826	0.180005
sample1_user	COA7	cytochrome c oxidase assembly factor 7 (putative)	Oxidative Phosphorylation	-0.277719	0.0538624
sample1_user	COQ10A	coenzyme Q10A	Oxidative Phosphorylation	0.252523	0.0796376
sample1_user	COQ10B	coenzyme Q10B	Oxidative Phosphorylation	-0.243553	0.138993
sample1_user	COQ8A	coenzyme Q8A	Oxidative Phosphorylation	-0.1364	0.287537
sample1_user	COQ8B	coenzyme Q8B	Oxidative Phosphorylation	0.293892	0.0501899
sample1_user	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10	Oxidative Phosphorylation	0.241759	0.296106
sample1_user	COX11	cytochrome c oxidase copper chaperone COX11	Oxidative Phosphorylation	0.137973	0.373131
sample1_user	COX15	cytochrome c oxidase assembly homolog COX15	Oxidative Phosphorylation	0.328137	0.00669211
sample1_user	COX16	cytochrome c oxidase assembly factor COX16	Oxidative Phosphorylation	0.0453258	0.74874
sample1_user	COX18	cytochrome c oxidase assembly factor COX18	Oxidative Phosphorylation	0.0177147	0.903643
sample1_user	COX20	cytochrome c oxidase assembly factor COX20	Oxidative Phosphorylation	0.147835	0.348722
sample1_user	COX4I1	cytochrome c oxidase subunit 4I1	Oxidative Phosphorylation	0.144671	0.195136
sample1_user	COX4I2	cytochrome c oxidase subunit 4I2	Oxidative Phosphorylation	0.131334	0.688142
sample1_user	COX5A	cytochrome c oxidase subunit 5A	Oxidative Phosphorylation	0.102801	0.303361
sample1_user	COX5B	cytochrome c oxidase subunit 5B	Oxidative Phosphorylation	0.163898	0.119721
sample1_user	COX6A1	cytochrome c oxidase subunit 6A1	Oxidative Phosphorylation	-0.168569	0.23575
sample1_user	COX7A1	cytochrome c oxidase subunit 7A1	Oxidative Phosphorylation	0.235851	0.0966931
sample1_user	COX7A2	cytochrome c oxidase subunit 7A2	Oxidative Phosphorylation	-0.0808731	0.586783
sample1_user	COX7A2L	cytochrome c oxidase subunit 7A2 like	Oxidative Phosphorylation	-0.0396679	0.746711
sample1_user	COX7B	cytochrome c oxidase subunit 7B	Oxidative Phosphorylation	0.0853328	0.459429
sample1_user	CYC1	cytochrome c1	Oxidative Phosphorylation	0.0586664	0.522838
sample1_user	CYCS	cytochrome c, somatic	Oxidative Phosphorylation	-0.1114	0.25329
sample1_user	D2HGDH	D-2-hydroxyglutarate dehydrogenase	Oxidative Phosphorylation	0.214064	0.0770146
sample1_user	DMAC2	distal membrane arm assembly complex 2	Oxidative Phosphorylation	-0.22702	0.0237089
sample1_user	DMAC2L	distal membrane arm assembly complex 2 like	Oxidative Phosphorylation	-0.0146968	0.893527
sample1_user	DONSON	downstream neighbor of SON	Oxidative Phosphorylation	0.283525	0.229538
sample1_user	ECSIT	ECSIT signalling integrator	Oxidative Phosphorylation	-0.0586433	0.552238
sample1_user	ETFA	electron transfer flavoprotein subunit alpha	Oxidative Phosphorylation	0.33378	0.0467949
sample1_user	ETFB	electron transfer flavoprotein subunit beta	Oxidative Phosphorylation	0.182837	0.0844041
sample1_user	ETFDH	electron transfer flavoprotein dehydrogenase	Oxidative Phosphorylation	0.296615	0.0247806
sample1_user	ETFRF1	electron transfer flavoprotein regulatory factor 1	Oxidative Phosphorylation	0.0679343	0.574533
sample1_user	FOXRED1	FAD dependent oxidoreductase domain containing 1	Oxidative Phosphorylation	0.0223222	0.818244
sample1_user	GPD1	glycerol-3-phosphate dehydrogenase 1	Oxidative Phosphorylation	-0.16455	0.336601
sample1_user	GPD2	glycerol-3-phosphate dehydrogenase 2	Oxidative Phosphorylation	-0.107879	0.485952
sample1_user	HCCS	holocytochrome c synthase	Oxidative Phosphorylation	0.233538	0.0672147
sample1_user	LYRM7	LYR motif containing 7	Oxidative Phosphorylation	0.197123	0.3944
sample1_user	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	Oxidative Phosphorylation	0.197812	0.055807
sample1_user	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	Oxidative Phosphorylation	0.119595	0.227376
sample1_user	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	Oxidative Phosphorylation	0.152365	0.230034
sample1_user	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	Oxidative Phosphorylation	0.026946	0.86018
sample1_user	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	Oxidative Phosphorylation	-0.0510417	0.554696
sample1_user	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	Oxidative Phosphorylation	0.0543459	0.645571
sample1_user	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	Oxidative Phosphorylation	0.0946094	0.282622
sample1_user	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	Oxidative Phosphorylation	0.168423	0.148309
sample1_user	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	Oxidative Phosphorylation	-0.140251	0.139658
sample1_user	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	Oxidative Phosphorylation	0.0947834	0.449206
sample1_user	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5	Oxidative Phosphorylation	-0.314591	0.0895265
sample1_user	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6	Oxidative Phosphorylation	0.226709	0.231468
sample1_user	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7	Oxidative Phosphorylation	0.0552757	0.753338
sample1_user	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	Oxidative Phosphorylation	0.198874	0.0802456
sample1_user	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	Oxidative Phosphorylation	0.0870191	0.431497
sample1_user	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	Oxidative Phosphorylation	-0.0581507	0.610394
sample1_user	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	Oxidative Phosphorylation	0.158344	0.16157
sample1_user	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	Oxidative Phosphorylation	-0.0585391	0.61101
sample1_user	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	Oxidative Phosphorylation	0.126728	0.293525
sample1_user	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	Oxidative Phosphorylation	-0.0981186	0.395086
sample1_user	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	Oxidative Phosphorylation	0.142546	0.342662
sample1_user	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	Oxidative Phosphorylation	0.198728	0.0904177
sample1_user	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	Oxidative Phosphorylation	-0.0193004	0.824886
sample1_user	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	Oxidative Phosphorylation	0.0335814	0.677161
sample1_user	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	Oxidative Phosphorylation	-0.0054843	0.954604
sample1_user	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	Oxidative Phosphorylation	0.088223	0.485537
sample1_user	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	Oxidative Phosphorylation	0.125798	0.321953
sample1_user	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	Oxidative Phosphorylation	0.143304	0.240846
sample1_user	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	Oxidative Phosphorylation	-0.0635658	0.621233
sample1_user	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	Oxidative Phosphorylation	0.0849241	0.473071
sample1_user	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	Oxidative Phosphorylation	0.0511298	0.705903
sample1_user	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	Oxidative Phosphorylation	0.0923941	0.338612
sample1_user	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	Oxidative Phosphorylation	0.0953848	0.430224
sample1_user	NIPSNAP1	nipsnap homolog 1	Oxidative Phosphorylation	-0.184899	0.304676
sample1_user	NIPSNAP2	nipsnap homolog 2	Oxidative Phosphorylation	0.115933	0.249015
sample1_user	NUBPL	nucleotide binding protein like	Oxidative Phosphorylation	0.175929	0.190336
sample1_user	OXA1L	OXA1L mitochondrial inner membrane protein	Oxidative Phosphorylation	0.156511	0.101794
sample1_user	PET117	PET117 cytochrome c oxidase chaperone	Oxidative Phosphorylation	0.133613	0.386692
sample1_user	PTCD2	pentatricopeptide repeat domain 2	Oxidative Phosphorylation	0.143942	0.32505
sample1_user	RTN4IP1	reticulon 4 interacting protein 1	Oxidative Phosphorylation	0.220808	0.170363
sample1_user	SCO1	SCO cytochrome c oxidase assembly protein 1	Oxidative Phosphorylation	0.0334753	0.756855
sample1_user	SCO2	SCO cytochrome c oxidase assembly protein 2	Oxidative Phosphorylation	0.670803	0.00114704
sample1_user	SDHA	succinate dehydrogenase complex flavoprotein subunit A	Oxidative Phosphorylation	0.00789332	0.923548
sample1_user	SDHAF2	succinate dehydrogenase complex assembly factor 2	Oxidative Phosphorylation	-0.00532331	0.965488
sample1_user	SDHAF3	succinate dehydrogenase complex assembly factor 3	Oxidative Phosphorylation	0.627652	0.0784828
sample1_user	SDHB	succinate dehydrogenase complex iron sulfur subunit B	Oxidative Phosphorylation	-0.214053	0.0285875
sample1_user	SDHC	succinate dehydrogenase complex subunit C	Oxidative Phosphorylation	-0.0673631	0.496336
sample1_user	SDHD	succinate dehydrogenase complex subunit D	Oxidative Phosphorylation	0.00958361	0.90829
sample1_user	SURF1	SURF1 cytochrome c oxidase assembly factor	Oxidative Phosphorylation	-0.107708	0.409898
sample1_user	TBRG4	transforming growth factor beta regulator 4	Oxidative Phosphorylation	-0.12329	0.178344
sample1_user	TMEM126B	transmembrane protein 126B	Oxidative Phosphorylation	0.031387	0.80301
sample1_user	TMEM186	transmembrane protein 186	Oxidative Phosphorylation	0.0473419	0.713596
sample1_user	TMEM70	transmembrane protein 70	Oxidative Phosphorylation	-0.0722373	0.500744
sample1_user	TSTD1	thiosulfate sulfurtransferase like domain containing 1	Oxidative Phosphorylation	0.608821	0.155501
sample1_user	TTC19	tetratricopeptide repeat domain 19	Oxidative Phosphorylation	0.00734598	0.947165
sample1_user	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	Oxidative Phosphorylation	-0.0676292	0.422889
sample1_user	UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3	Oxidative Phosphorylation	0.116074	0.337696
sample1_user	UQCRB	ubiquinol-cytochrome c reductase binding protein	Oxidative Phosphorylation	0.192682	0.0845109
sample1_user	UQCRC2	ubiquinol-cytochrome c reductase core protein 2	Oxidative Phosphorylation	-0.0771439	0.364532
sample1_user	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	Oxidative Phosphorylation	0.010542	0.911276
sample1_user	MT-ATP6	mitochondrially encoded ATP synthase 6	Oxidative Phosphorylation (mt)	-0.222071	0.307033
sample1_user	MT-ATP8	mitochondrially encoded ATP synthase 8	Oxidative Phosphorylation (mt)	-0.11814	0.214441
sample1_user	MT-CO1	mitochondrially encoded cytochrome c oxidase I	Oxidative Phosphorylation (mt)	-0.000711412	0.992018
sample1_user	MT-CO2	mitochondrially encoded cytochrome c oxidase II	Oxidative Phosphorylation (mt)	-0.0474071	0.725629
sample1_user	MT-CO3	mitochondrially encoded cytochrome c oxidase III	Oxidative Phosphorylation (mt)	-0.599482	0.242515
sample1_user	MT-CYB	mitochondrially encoded cytochrome b	Oxidative Phosphorylation (mt)	-0.274731	0.0268162
sample1_user	MT-ND1	mitochondrially encoded NADH dehydrogenase 1	Oxidative Phosphorylation (mt)	-0.349089	0.00776534
sample1_user	MT-ND2	mitochondrially encoded NADH dehydrogenase 2	Oxidative Phosphorylation (mt)	-0.108453	0.422352
sample1_user	MT-ND3	mitochondrially encoded NADH dehydrogenase 3	Oxidative Phosphorylation (mt)	0.0348164	0.855116
sample1_user	MT-ND4	mitochondrially encoded NADH dehydrogenase 4	Oxidative Phosphorylation (mt)	0.113413	0.82742
sample1_user	MT-ND4L	mitochondrially encoded NADH 4L dehydrogenase	Oxidative Phosphorylation (mt)	0.306107	0.888535
sample1_user	MT-ND5	mitochondrially encoded NADH dehydrogenase 5	Oxidative Phosphorylation (mt)	-0.0649094	0.870429
sample1_user	MT-ND6	mitochondrially encoded NADH dehydrogenase 6	Oxidative Phosphorylation (mt)	0.457115	0.212893
sample1_user	G6PD	glucose-6-phosphate dehydrogenase	Pentose Phosphate Pathway	0.197308	0.295056
sample1_user	PGD	phosphogluconate dehydrogenase	Pentose Phosphate Pathway	0.0368526	0.737312
sample1_user	PGLS	6-phosphogluconolactonase	Pentose Phosphate Pathway	0.0964671	0.526952
sample1_user	RPIA	ribose 5-phosphate isomerase A	Pentose Phosphate Pathway	0.220345	0.223166
sample1_user	TALDO1	transaldolase 1	Pentose Phosphate Pathway	-0.00261582	0.98301
sample1_user	TKT	transketolase	Pentose Phosphate Pathway	0.09239	0.672216
sample1_user	AFG1L	AFG1 like ATPase	Protein Stability & Degradation	0.224853	0.247817
sample1_user	ATAD1	ATPase family AAA domain containing 1	Protein Stability & Degradation	0.0221577	0.849943
sample1_user	ATP23	ATP23 metallopeptidase and ATP synthase assembly factor homolog	Protein Stability & Degradation	-0.0499756	0.842376
sample1_user	CLPB	ClpB homolog, mitochondrial AAA ATPase chaperonin	Protein Stability & Degradation	0.0226828	0.861813
sample1_user	CLPP	caseinolytic mitochondrial matrix peptidase proteolytic subunit	Protein Stability & Degradation	0.00280188	0.979575
sample1_user	CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit	Protein Stability & Degradation	-0.0307375	0.787513
sample1_user	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3	Protein Stability & Degradation	-0.02697	0.767174
sample1_user	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11	Protein Stability & Degradation	-0.259074	0.00203504
sample1_user	DNAJC30	DnaJ heat shock protein family (Hsp40) member C30	Protein Stability & Degradation	0.0528321	0.680565
sample1_user	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4	Protein Stability & Degradation	0.426065	0.00941257
sample1_user	FBXL4	F-box and leucine rich repeat protein 4	Protein Stability & Degradation	0.413452	0.00189599
sample1_user	FKBP8	FKBP prolyl isomerase 8	Protein Stability & Degradation	-0.0365703	0.689795
sample1_user	HSPA1A	heat shock protein family A (Hsp70) member 1A	Protein Stability & Degradation	-0.0426886	0.777281
sample1_user	HSPD1	heat shock protein family D (Hsp60) member 1	Protein Stability & Degradation	0.0146812	0.895152
sample1_user	LONP1	lon peptidase 1, mitochondrial	Protein Stability & Degradation	0.0746018	0.60146
sample1_user	MUL1	mitochondrial E3 ubiquitin protein ligase 1	Protein Stability & Degradation	-0.0158456	0.842814
